
Data;Hora;Temperatura;Umidade
2022/9/5;9:32:36;2022/9/5;9:32:48;29.40;51.00

Data;Hora;Temperatura;Umidade
2022/9/5;11:3:47;29.40;46.00
2022/9/5;11:3:58;29.40;46.00
2022/9/5;11:4:9;29.40;46.00
2022/9/5;11:4:19;29.40;46.00
2022/9/5;11:4:30;29.40;46.00
2022/9/5;11:4:41;29.40;46.00
2022/9/5;11:4:51;29.40;46.00
2022/9/5;11:5:2;29.40;46.00
2022/9/5;11:5:13;29.40;46.00
2022/9/5;11:5:24;29.40;46.00
2022/9/5;11:5:34;29.50;46.00
2022/9/5;11:5:45;29.40;46.00
2022/9/5;11:5:56;29.50;46.00
2022/9/5;11:6:6;29.50;46.00
2022/9/5;11:6:17;29.50;46.00
2022/9/5;11:6:27;29.50;46.00
2022/9/5;11:6:38;29.50;46.00
2022/9/5;11:6:49;29.40;46.00
2022/9/5;11:6:59;29.50;46.00
2022/9/5;11:7:10;29.50;46.00
2022/9/5;11:7:21;29.50;46.00
2022/9/5;11:7:31;29.50;46.00
2022/9/5;11:7:42;29.50;46.00
2022/9/5;11:7:53;29.50;46.00
2022/9/5;11:8:4;29.50;46.00
2022/9/5;11:8:14;29.50;46.00
2022/9/5;11:8:25;29.50;46.00
2022/9/5;11:8:35;29.50;46.00
2022/9/5;11:8:46;29.50;46.00
2022/9/5;11:8:57;29.40;46.00
2022/9/5;11:9:7;29.40;46.00
2022/9/5;11:9:18;29.40;46.00
2022/9/5;11:9:29;29.50;46.00
2022/9/5;11:9:39;29.50;46.00
2022/9/5;11:9:50;29.50;46.00
2022/9/5;11:10:1;29.50;46.00
2022/9/5;11:10:11;29.50;46.00
2022/9/5;11:10:22;29.50;46.00
2022/9/5;11:10:33;29.50;46.00
2022/9/5;11:10:43;29.50;46.00
2022/9/5;11:10:54;29.50;46.00
2022/9/5;11:11:5;29.50;46.00
2022/9/5;11:11:15;29.50;46.00
2022/9/5;11:11:26;29.50;46.00
2022/9/5;11:11:37;29.60;46.00
2022/9/5;11:11:47;29.50;46.00
2022/9/5;11:11:58;29.60;46.00
2022/9/5;11:12:9;29.60;46.00
2022/9/5;11:12:19;29.50;46.00
2022/9/5;11:12:30;29.50;46.00
2022/9/5;11:12:41;29.50;46.00
2022/9/5;11:12:51;29.50;46.00
2022/9/5;11:13:2;29.50;46.00
2022/9/5;11:13:13;29.50;46.00
2022/9/5;11:13:23;29.50;46.00
2022/9/5;11:13:34;29.50;46.00
2022/9/5;11:13:45;29.50;46.00
2022/9/5;11:13:55;29.50;46.00
2022/9/5;11:14:6;29.50;46.00
2022/9/5;11:14:17;29.60;46.00
2022/9/5;11:14:27;29.60;46.00
2022/9/5;11:14:38;29.60;46.00
2022/9/5;11:14:49;29.60;46.00
2022/9/5;11:14:59;29.60;46.00
2022/9/5;11:15:10;29.70;46.00
2022/9/5;11:15:21;29.70;46.00
2022/9/5;11:15:31;29.70;46.00
2022/9/5;11:15:42;29.70;46.00
2022/9/5;11:15:53;29.70;46.00
2022/9/5;11:16:3;29.70;46.00
2022/9/5;11:16:14;29.70;46.00
2022/9/5;11:16:25;29.70;46.00
2022/9/5;11:16:35;29.70;46.00
2022/9/5;11:16:46;29.70;46.00
2022/9/5;11:16:57;29.70;46.00
2022/9/5;11:17:7;29.70;46.00
2022/9/5;11:17:18;29.70;46.00
2022/9/5;11:17:29;29.70;46.00
2022/9/5;11:17:39;29.70;46.00
2022/9/5;11:17:50;29.70;46.00
2022/9/5;11:18:1;29.70;45.00
2022/9/5;11:18:11;29.70;45.00
2022/9/5;11:18:22;29.70;45.00
2022/9/5;11:18:33;29.70;45.00
2022/9/5;11:18:43;29.70;45.00
2022/9/5;11:18:54;29.70;46.00
2022/9/5;11:19:5;29.70;46.00
2022/9/5;11:19:15;29.70;45.00
2022/9/5;11:19:26;29.70;45.00
2022/9/5;11:19:37;29.70;45.00
2022/9/5;11:19:47;29.70;45.00
2022/9/5;11:19:58;29.70;45.00
2022/9/5;11:20:9;29.70;45.00
2022/9/5;11:20:19;29.70;45.00
2022/9/5;11:20:30;29.70;45.00
2022/9/5;11:20:41;29.70;45.00
2022/9/5;11:20:51;29.70;45.00
2022/9/5;11:21:2;29.70;45.00
2022/9/5;11:21:13;29.70;45.00
2022/9/5;11:21:23;29.70;45.00
2022/9/5;11:21:34;29.70;45.00
2022/9/5;11:21:45;29.70;45.00
2022/9/5;11:21:55;29.70;45.00
2022/9/5;11:22:6;29.70;45.00
2022/9/5;11:22:17;29.70;45.00
2022/9/5;11:22:27;29.70;45.00
2022/9/5;11:22:38;29.70;45.00
2022/9/5;11:22:49;29.70;45.00
2022/9/5;11:22:59;29.70;45.00
2022/9/5;11:23:10;29.70;45.00
2022/9/5;11:23:21;29.70;45.00
2022/9/5;11:23:31;29.70;45.00
2022/9/5;11:23:42;29.70;45.00
2022/9/5;11:23:53;29.70;45.00
2022/9/5;11:24:3;29.70;45.00
2022/9/5;11:24:14;29.70;45.00
2022/9/5;11:24:25;29.70;45.00
2022/9/5;11:24:35;29.70;45.00
2022/9/5;11:24:46;29.70;45.00
2022/9/5;11:24:57;29.70;45.00
2022/9/5;11:25:7;29.70;45.00
2022/9/5;11:25:18;29.70;45.00
2022/9/5;11:25:29;29.70;45.00
2022/9/5;11:25:39;29.70;45.00
2022/9/5;11:25:50;29.70;45.00
2022/9/5;11:26:1;29.70;45.00
2022/9/5;11:26:11;29.70;45.00
2022/9/5;11:26:22;29.70;45.00
2022/9/5;11:26:33;29.70;45.00
2022/9/5;11:26:43;29.70;44.00
2022/9/5;11:26:54;29.70;44.00
2022/9/5;11:27:5;29.70;44.00
2022/9/5;11:27:15;29.70;44.00
2022/9/5;11:27:26;29.70;44.00
2022/9/5;11:27:37;29.70;44.00
2022/9/5;11:27:47;29.70;44.00
